review_text,statement,justification,label
" बहरहाल, विद्या बालन ने बेगम जान के किरदार को तन-मन दिया है
","""बेगम जान"" में विद्या बालन के अभिनय में गहराई और प्रतिबद्धता की कमी है",The statement is false since the review states that the performance by Vidya Balan is commendable witch contradicts lack of depth and commitment by the actor.,FALSE
" रणवीर शौरी और कल्कि कोचलिन का अभिनय उल्‍लेखनीय है
",रणवीर शौरी और कल्कि कोचलिन की एक्टिंग बढ़िया नहीं है.,"The statement is contratry to the review, so the statement is false.",FALSE
" रणवीर शौरी और कल्कि कोचलिन का अभिनय उल्‍लेखनीय है
",फिल्म में रणवीर सिंह और कल्कि कोचलिन मुख्य किरदार नजर आते हैं।,"The review mentions Ranveer Shauri, not Ranveer Singh.",FALSE
" रणवीर शौरी और कल्कि कोचलिन का अभिनय उल्‍लेखनीय है
",रणवीर शौरी और कल्कि कोचलिन की एक्टिंग का कोई असर नहीं है,"The review says their acting was remarkable but the statement says it has not effect. So it is false. If something is remarkable, it will definitely have some impact on the viewers.",FALSE
" रणवीर शौरी और कल्कि कोचलिन का अभिनय उल्‍लेखनीय है
",रणवीर शौरी और कल्कि कोचलिन ने शानदार परफॉर्मेंस दी है।,"The review aligns with the statement, so the statement is true.",TRUE
" रितेश बत्रा की 'द लंचबॉक्स' सुंदर, मर्मस्पर्शी, संवेदनशील, रियलिस्टिक और मोहक फिल्म है
","द लंचबॉक्स' अपनी संवेदनशील कहानी और यथार्थवादी चित्रण के लिए प्रशंसा के पात्र हैं।
",The user does say that the movie 'The Lunchbox' is praiseworthy for its sensitive storytelling and realistic portrayal. ,TRUE
" रितेश बत्रा की 'द लंचबॉक्स' सुंदर, मर्मस्पर्शी, संवेदनशील, रियलिस्टिक और मोहक फिल्म है
",द लंचबॉक्स' रितेश बत्रा की फिल्म है। ,The viewer does mention that 'The Lunchbox' is Ritesh Batra's film,TRUE
" रितेश बत्रा की 'द लंचबॉक्स' सुंदर, मर्मस्पर्शी, संवेदनशील, रियलिस्टिक और मोहक फिल्म है
", 'द लंचबॉक्स' फिल्म की कहानी बहुत ही सतही और अवास्तविक लगती है।, The user does not say that 'The Lunchbox' film's story feels very superficial and unrealistic but the opposite. ,FALSE
" रितेश बत्रा की 'द लंचबॉक्स' सुंदर, मर्मस्पर्शी, संवेदनशील, रियलिस्टिक और मोहक फिल्म है
",द लंचबॉक्स' की कहानी पारंपरिक बॉलीवुड शैलियों पर आधारित है।, The viewer does not say anything about basis of the story of 'The Lunchbox'.,not-given
" वे उद्गार से अधिक संभाषण और संवाद लगते है
","उनकी बातचीत बहुत ही सहज और जीवंत होती है।
",The user does state that their interactions are very fluid and lively.,TRUE
" वे उद्गार से अधिक संभाषण और संवाद लगते है
",उनके उद्गार अत्यधिक कृत्रिम और अभिनयपूर्ण लगते हैं।,the user does not say that their expressions appear overly artificial and staged but the opposite,FALSE
" वे उद्गार से अधिक संभाषण और संवाद लगते है
",इस मूवी में कोई डाइलोगइस ही नहीं ह। ,The user is appreciating the dialogues in the film and so it is not possible for the film to have no dialogues,FALSE
" वे उद्गार से अधिक संभाषण और संवाद लगते है
","उनकी बातचीत की इस शैली के कारण उन्हें फ़िल्म्फरे अवार्ड मिला है।
",The user does not mention anything about film fare award,not-given
" शाहिद के भाइयों, मां और पत्‍‌नी की भूमिकाओं में भी उपयुक्त कलाकारों का चयन हुआ है
",शाहिद के परिवार के किरदारों के लिए चुने गए कलाकार सटीक हैं।,The user does state that the choise of actors for Shahid's family is good,TRUE
" शाहिद के भाइयों, मां और पत्‍‌नी की भूमिकाओं में भी उपयुक्त कलाकारों का चयन हुआ है
",शाहिद के परिवार की भूमिकाओं में अभिनेताओं का चुनाव निराशाजनक है।,The user likes the choise of actors but this statement is opposite to what he feels,FALSE
" शाहिद के भाइयों, मां और पत्‍‌नी की भूमिकाओं में भी उपयुक्त कलाकारों का चयन हुआ है
",फिल्म की सिनेमैटोग्राफी बेहतरीन है।,The user doesnot state anything about the cinimatography of the film,not-given
" शाहिद के भाइयों, मां और पत्‍‌नी की भूमिकाओं में भी उपयुक्त कलाकारों का चयन हुआ है
",उपयोगकर्ता को लगता है की बाकि किरदारों के चुनाव भी अच्छे ही है ,The user does feel the rest of the casting was good.,TRUE
" हिंदी फिल्मों में मनोरंजन की आक्रामक धूप से तिलमिलाए दर्शकों के लिए यह ठंडी छांव और बार की तरह है
","यह फिल्म उन दर्शकों के लिए सुकून भरी राहत है जो टिपिकल मसाला फिल्मों से ऊब चुके हैं।
",The viewer does mention that this film is a soothing relief for viewers who are tired of typical masala movies.,TRUE
" हिंदी फिल्मों में मनोरंजन की आक्रामक धूप से तिलमिलाए दर्शकों के लिए यह ठंडी छांव और बार की तरह है
"," इस फिल्म को देखकर दर्शकों को मानो एक ताज़गी का अहसास होता है।
",The viewer does say that watching this film feels refreshing to the audience,TRUE
" हिंदी फिल्मों में मनोरंजन की आक्रामक धूप से तिलमिलाए दर्शकों के लिए यह ठंडी छांव और बार की तरह है
","इस फिल्म को देखकर दर्शकों को और भी ज्यादा तिलमिला देती है।
","The user says that watching this film does not irritate them even more but gives them relief
",FALSE
" हिंदी फिल्मों में मनोरंजन की आक्रामक धूप से तिलमिलाए दर्शकों के लिए यह ठंडी छांव और बार की तरह है
","इस फिल्म के निर्देशक ने पहले भी कई सफल कॉमेडी फिल्में बनाई हैं।
",The viewer does not mention about any prior work of the director ,not-given
"‘नूर’ में बतौर अभिनेत्री सोनाक्षी सिन्‍हा कुछ नया करती हैं
","""नूर"" में सोनाक्षी सिन्हा का अभिनय उल्लेखनीय नहीं है और उसमें नवीनता का अभाव है","The statement is contratry to the sentiment of the review, so the statement is false.",FALSE
"‘नूर’ में बतौर अभिनेत्री सोनाक्षी सिन्‍हा कुछ नया करती हैं
","सोनाक्षी सिन्हा ने ""नूर"" में ज़बरदस्त प्रदर्शन किया है","The statement aligns with the sentiment of the review, so the statement is true.",TRUE
"‘नूर’ में बतौर अभिनेत्री सोनाक्षी सिन्‍हा कुछ नया करती हैं
","""नूर"" में सोनाक्षी सिन्हा का अभिनय पूर्वानुमानित है और प्रभावित करने में विफल रहता है","The review indicates that Sonakshi Sinha brings something new to the table in ""Noor"". Hence the statement contradicts the review. ",FALSE
"‘नूर’ में बतौर अभिनेत्री सोनाक्षी सिन्‍हा कुछ नया करती हैं
",सोनाक्षी सिन्हा द्वारा पेश किए गए नए पहलू ने दर्शकों को काफी पसंद किया है,The review doesn't really describe the effect of Sonakshi Sinha's performance in overall experience of the movie.,not-given
"‘बाहुबली 2’ भव्‍यता और विशालता में पहली से ज्‍यादा बड़ी और चमकदार हो गई हैं
","""बाहुबली 2"" पहली किस्त की भव्यता और विशालता से कहीं अधिक है","The statement aligns with the sentiment of the review. The reviewer directly states that Baahubali 2 has become bigger than the first grandeur,  so the statement is true.",TRUE
"‘बाहुबली 2’ भव्‍यता और विशालता में पहली से ज्‍यादा बड़ी और चमकदार हो गई हैं
","""बाहुबली 2"" पहली किस्त की तुलना में छोटे पैमाने पर है","The statement is contratry to the sentiment of the review, since the review does not provide any indication that the music directors enhanced the quality of music.",FALSE
"‘बाहुबली 2’ भव्‍यता और विशालता में पहली से ज्‍यादा बड़ी और चमकदार हो गई हैं
","""बाहुबली 2"" पहली किस्त की भव्यता और विशालता को पार करने में विफल रही","The statement is contratry to the sentiment of the review, since the review does not provide any indication that the music directors enhanced the quality of music.",FALSE
"‘बाहुबली 2’ भव्‍यता और विशालता में पहली से ज्‍यादा बड़ी और चमकदार हो गई हैं
","""बाहुबली 2"" की भव्यता और विशालता में हुई बढ़ोतरी",The review doesn't describe the increase in greandeur or vastness or the overall film experience.,not-given
"अक्षय कुमार के चरित्र को स्टाइल देने में सफलता मिली है
","अक्षय कुमार के चरित्र को बहुत ही स्टाइलिश तरीके से प्रस्तुत किया गया है
",The user does say that Akshay Kumar's character has been presented in a very stylish manner. ,TRUE
"अक्षय कुमार के चरित्र को स्टाइल देने में सफलता मिली है
",अक्षय कुमार के चरित्र को स्टाइल देने का प्रयास विफल रहा है। ,The user does not state that the attempt to style Akshay Kumar's character has failed but says the opposite,FALSE
"अक्षय कुमार के चरित्र को स्टाइल देने में सफलता मिली है
",अक्षय कुमार के चरित्र को स्टाइल देने के लिए हॉलीवुड से देसिग्नेर्स को बुलाया गया है । ,There is nothing said in the statement regarding bringing designers from hollywood for this film,not-given
"अक्षय कुमार के चरित्र को स्टाइल देने में सफलता मिली है
",कारन जोहर ने इस फिल्म की कपड़ों को स्टाइल किया है।,The user doesnot mention anything about Karan Johar styling in the movie,not-given
"अगर डायरेक्टर बार - बार हीरो राम द्वारा घर की छत पर चढ़ संस्कृत में श्लोक बोलने की बजाएं मां - बेटे के रिश्तों पर ध्यान केंद्रित करते तो बेहतर रहता। वहीं , जब निर्माता का सगा भाई फिल्म का हीरो है तो उसे ज्यादा फुटेज देने के लिए कई दूसरे पात्रों को उभरने न देना फिल्म का कमजोर पक्ष है। 
",काफ़ी किरदारों का कैरेक्टर डेवलपमेंट धंग से नहीं किया गया है,"The review says that there was not enough room for the emergence of the rest of the characters, which makes the statement true.",TRUE
"अगर डायरेक्टर बार - बार हीरो राम द्वारा घर की छत पर चढ़ संस्कृत में श्लोक बोलने की बजाएं मां - बेटे के रिश्तों पर ध्यान केंद्रित करते तो बेहतर रहता। वहीं , जब निर्माता का सगा भाई फिल्म का हीरो है तो उसे ज्यादा फुटेज देने के लिए कई दूसरे पात्रों को उभरने न देना फिल्म का कमजोर पक्ष है। 
",राम पर ज़रूरत से ज़्यादा ध्यान देने की वजह से पूरी मूवी खराब हो गई,"Though the review says Ram was focused on more, it didn't mention anything about the success or the failure of the movie because of that.",not-given
"अगर डायरेक्टर बार - बार हीरो राम द्वारा घर की छत पर चढ़ संस्कृत में श्लोक बोलने की बजाएं मां - बेटे के रिश्तों पर ध्यान केंद्रित करते तो बेहतर रहता। वहीं , जब निर्माता का सगा भाई फिल्म का हीरो है तो उसे ज्यादा फुटेज देने के लिए कई दूसरे पात्रों को उभरने न देना फिल्म का कमजोर पक्ष है। 
",उनके रिश्ते पर गौर करना बेहतर होता मूवी के लिए,The review expresses the sentiment that the mother-son relationship should have been depicted more.,TRUE
"अगर डायरेक्टर बार - बार हीरो राम द्वारा घर की छत पर चढ़ संस्कृत में श्लोक बोलने की बजाएं मां - बेटे के रिश्तों पर ध्यान केंद्रित करते तो बेहतर रहता। वहीं , जब निर्माता का सगा भाई फिल्म का हीरो है तो उसे ज्यादा फुटेज देने के लिए कई दूसरे पात्रों को उभरने न देना फिल्म का कमजोर पक्ष है। 
",ये अच्छा होता अगर मूवी राम पर ज़्यादा फोकस करती. ,"The review already says that the hero Ram was focused on more, instead the relationship of mother-son should have received more focus.",FALSE
"अदनान सिद्दीकी की स्‍क्रीन मौजूदगी जादुई है
",अदनान सिद्दीकी एक अच्छे अभिनेता हैं,"Since the review states that Adnan Siddiqui's screen presence is magical, it can be inferred that he is in general a good actor.",TRUE
"अदनान सिद्दीकी की स्‍क्रीन मौजूदगी जादुई है
",आदिल सिद्दीकी ने अपनी भूमिका अच्छे तरीके से निभायी है,Nothing in the review mentions anybody named Adil Siddique.,not-given
"अदनान सिद्दीकी की स्‍क्रीन मौजूदगी जादुई है
",अदनान सिद्दीकी के अभिनय की वजह से फिल्म अच्छी है,"Nothing about any film of Adnan Siddiqui's is mentioned in the review, so the statement is false.",FALSE
"अदनान सिद्दीकी की स्‍क्रीन मौजूदगी जादुई है
",अदनान सिद्दीकी दर्शकों को अपनी ओर आकर्षित करना जानते हैं,The review only says that the screen presence of Adnan is magical. This can be very subjective and cannot be inferred if he in general know how to attract the audience. Also nothing in the review establishes a direct relation between Adnan and his ability to attract the audience. So the statement is not-given.,not-given
"अनुराग बासु की ‘जग्गा जासूस’ जिंदगी, जादू, रोमांच की रहस्यमयी व पेचीदा कायनात गढ़ने का एक सराहनीय प्रयास है
",अनुराग बासु एक अच्छी फिल्म बनाने में असफल रहे,The review is only appreciating the efforts of Anurag Basu; it doesn't specify his success or failure in making the film a hit.,not-given
"अनुराग बासु की ‘जग्गा जासूस’ जिंदगी, जादू, रोमांच की रहस्यमयी व पेचीदा कायनात गढ़ने का एक सराहनीय प्रयास है
",अनुराग बसु एक अच्छी फिल्म बनाने में सफल रहे,The review is only appreciating the efforts of Anurag Basu; it doesn't specify his success or failure in making the film a hit.,not-given
"अनुराग बासु की ‘जग्गा जासूस’ जिंदगी, जादू, रोमांच की रहस्यमयी व पेचीदा कायनात गढ़ने का एक सराहनीय प्रयास है
",अच्छी फिल्म बनाने के लिए अनुराग बसु के प्रयासों की सराहना की जाती है,The label is 'true' since the review says the efforts of Anurag Basu were commendable. ,TRUE
"अनुराग बासु की ‘जग्गा जासूस’ जिंदगी, जादू, रोमांच की रहस्यमयी व पेचीदा कायनात गढ़ने का एक सराहनीय प्रयास है
",अनुराग बसु फिल्म में दिलचस्प तत्व लाते हैं,The review explicitly mentions what the interesting elements in the file are.,TRUE
"इन दृश्यों में फिल्म हंसाती भी है
",ये दृश्यों दर्शकों को हसाती ह।  ,The user does state that the scenes make the audience laugh,TRUE
"इन दृश्यों में फिल्म हंसाती भी है
","इन दृश्यों में हास्य का कोई तत्व नहीं है, और दर्शकों को यह बोरिंग लगता है। ",The user does not say that there is no element of humor in these scenes but says the opposite,FALSE
"इन दृश्यों में फिल्म हंसाती भी है
",इन दृश्यों की वजह से फिल्म को सर्वश्रेष्ठ कॉमेडी फिल्म का पुरस्कार मिला है। ,The user does not state anything about the movie receiving any awards.,not-given
"इन दृश्यों में फिल्म हंसाती भी है
",इस फिल्म में राज कपूर ने एक कैमिया रोल किया ह।,The user does not mention anything about the cameo roll in the movie,
"उनकी सही टाइमिंग और कॉमिकल अप्रोच से फिल्म कहीं-कहीं इटरेस्टिंग हो जाती ह
","उनकी बेजोड़ कॉमेडी टाइमिंग और मजेदार अंदाज से फिल्म के कुछ खास पल बहुत ही दिलचस्प बन जाते हैं।
","The user does appriciate the impeccable comedic timing and humorous approach of the film.

",TRUE
"उनकी सही टाइमिंग और कॉमिकल अप्रोच से फिल्म कहीं-कहीं इटरेस्टिंग हो जाती ह
","इस फिल्म में कॉमिकल प्रदर्शन सही समय पर की गई है।
","The user does appriciate the well-timed comical scenes in the film.

",TRUE
"उनकी सही टाइमिंग और कॉमिकल अप्रोच से फिल्म कहीं-कहीं इटरेस्टिंग हो जाती ह
","उनकी कॉमेडी टाइमिंग हमेशा गलत होती है।
",The user likes the comical timings in the film ant the statement is the complete opposite of this statement.,FALSE
"उनकी सही टाइमिंग और कॉमिकल अप्रोच से फिल्म कहीं-कहीं इटरेस्टिंग हो जाती ह
",उनकी किरदार के लिए कपड़ों का चुनाव अच्छा है। ,The viewer does not mention anything about the choise of costumes in the statement,not-given
"उनके बीच की केमिस्‍ट्री पर्दे पर दिखती हैं
",अभिनेताओं के बीच में केमिस्ट्री स्क्रीन पर नहीं दिखती है,"The statement is contratry to the review, so the statement is false.",FALSE
"उनके बीच की केमिस्‍ट्री पर्दे पर दिखती हैं
",अभिनेताओं के बीच की केमिस्ट्री फिल्म के अनुभव को बढ़ाती है,The review doesn't say anything about the movie experience from the perspective of the audience because of the chemistry between the actors. So the statement is not-given.,not-given
"उनके बीच की केमिस्‍ट्री पर्दे पर दिखती हैं
",अभिनेताओं के बीच अतिरिक्त केमिस्ट्री की जरूरत नहीं है,The review doesn't say anything about the chemistry between the actors being just the right amount to make this inference. So the statement is not-given.,not-given
"उनके बीच की केमिस्‍ट्री पर्दे पर दिखती हैं
",अभिनेता फिल्म का मुख्य आकर्षण हैं,"Nothing is said about what is the main attraction of the film in the review, so the statement is not-given.",not-given
"उन्हें कुछ चटपटे संवाद भी मिले हैं
",उनके संवाद वाकई मसालेदार हैं।,The user does feel that his conversation was interesting,TRUE
"उन्हें कुछ चटपटे संवाद भी मिले हैं
",उनकी पंक्तियाँ बिलकुल भी दमदार नहीं थीं।,the user says that his conversation was interesting which is the opposite to this statement,FALSE
"उन्हें कुछ चटपटे संवाद भी मिले हैं
",उनकी अदाकारी में गहराई की कमी है।,The user doesnot mention anything about the depth in the acting,not-given
"उन्हें कुछ चटपटे संवाद भी मिले हैं
",उनका डांस नंबर धमाकेदार था।,the user doesnot mention anything about the dance,not-given
"उन्होंने उसके रुआब और शबाब को संजीदगी से पर्दे पर उतारा है
",अभिनेता स्क्रीन पर चरित्र के सार को प्रभावी ढंग से चित्रित करने में विफल रहता है,"The statement is contratry to the sentiment of the review, so the statement is false.",FALSE
"उन्होंने उसके रुआब और शबाब को संजीदगी से पर्दे पर उतारा है
",अभिनेता सफलतापूर्वक चरित्र के सार को पर्दे पर उतारता है,"The statement aligns with the sentiment of the review, so the statement is true.",TRUE
"उन्होंने उसके रुआब और शबाब को संजीदगी से पर्दे पर उतारा है
",अभिनेता के पास चरित्र के सार को स्क्रीन पर चित्रित करने में प्रामाणिकता का अभाव है,The statemnet indicating lack of authenticity contradicts the review which states that the actor has potrayed the character's  essence with life.,FALSE
"उन्होंने उसके रुआब और शबाब को संजीदगी से पर्दे पर उतारा है
",अभिनेता द्वारा निभाए गए किरदार के सार ने दर्शकों को मंत्रमुग्ध कर दिया है,The review doesn't really say anything of the performance of the actor having a huge impact on the overall impression or performace of the movie in the Bollywood industry.,not-given
"उन्होंने किरदार के साथ पूरा न्याय किया है
",उसने किरदार में अपनी बेहतरीन कलाकारी दिखाई,The review says that the actor has done complete justice to the role.,TRUE
"उन्होंने किरदार के साथ पूरा न्याय किया है
",उसने किरदार के लिए खुद को पूरा समर्पित कर लिया था,The review says that the actor has done complete justice to the role.,TRUE
"उन्होंने किरदार के साथ पूरा न्याय किया है
",समीक्षक का कहना है कि भूमिका में फिट बैठने के लिए उन्होंने काफी मेहनत की है,The review doesn't mention anything about the excercise routine of the actor for the sake of the character.,not-given
"उन्होंने किरदार के साथ पूरा न्याय किया है
",अभिनेता ने खुद को किरदार के लिए पूरा समर्पित नहीं किया है,The review says that the actor has done complete justice to the role.,FALSE
"उन्होंने किरदार को शिद्दत से निभाया है
",अभिनेता ने खुद को किरदार की गहराई में डूबो लिया था,The review says the actor played the character with passion.,TRUE
"उन्होंने किरदार को शिद्दत से निभाया है
",अभिनेता ने किरदार के लिए मेहनत नहीं की।,The review says the actor played the character with passion. So it can be inferred that the actor worked hard for the role.,FALSE
"उन्होंने किरदार को शिद्दत से निभाया है
",अभिनेता समय पर नहीं आते थे।,"Nothing about the punctuality of the actor was mentioned in the review, so the statement is not-given.",not-given
"उन्होंने किरदार को शिद्दत से निभाया है
",अभिनेता डायरेक्टर के साथ मिलकर काम नहीं कर रहे थे।,"Nothing about the actor's attitude towards the director was mentioned, so the statement is not-given.",not-given
"उन्होंने शाहिद के डर, खौफ, संघर्ष, जिद और जीत को बखूबी व्यक्त किया है","उपयोगकर्ता को लगता है की यहाँ पे ""पायल"" की भावनाओं को दर्शाया गया है। 
",The user states that the emotions of Shahid were being depicted well and not Payals'.,FALSE
"उन्होंने शाहिद के डर, खौफ, संघर्ष, जिद और जीत को बखूबी व्यक्त किया है",शाहिद के कईं सरे भवान्यें ह। ,The user does list a few emotions that Shahid felt.,TRUE
"उन्होंने शाहिद के डर, खौफ, संघर्ष, जिद और जीत को बखूबी व्यक्त किया है
","उपयोगकर्ता को लगता है की कोई ने ""शाहिद"" के भावनाओं को अचे से दिखाया है। 
",The user does state that Shahid's emotions were depicted well,TRUE
"उन्होंने शाहिद के डर, खौफ, संघर्ष, जिद और जीत को बखूबी व्यक्त किया है","उपयोगकर्ता को लगता है की शाहिद बहुत बड़ा बहादुर है। 
",The user does not state about the strength of Shahid,not-given
"उन्‍होंने सभी किरदारों और उन्‍हें निभा रहे कलाकारों को अपनी तरह से खुलने का मौका दिया है। यही इस फिल्‍म की खूबसूरती है
",फ़िल्म में पात्रों को विकसित होने का अवकाश नहीं दिया गया है,The statement is false because the review specifies that the actors were given the opportunity to portray and develop the characters in their own ways. ,FALSE
"उन्‍होंने सभी किरदारों और उन्‍हें निभा रहे कलाकारों को अपनी तरह से खुलने का मौका दिया है। यही इस फिल्‍म की खूबसूरती है
",निर्देशक ने अभिनेताओं को अपने पात्रों को स्वतंत्र रूप से अभिनय करने की अनुमति दी है,"The statement aligns with the review, so the statement is true.",TRUE
"उन्‍होंने सभी किरदारों और उन्‍हें निभा रहे कलाकारों को अपनी तरह से खुलने का मौका दिया है। यही इस फिल्‍म की खूबसूरती है
",फिल्म दिलचस्प नहीं है,"Nothing about the overall interestingness of the film was given in the review, so the statement is not-given. The review only talks about the beauty of the film in relation to the oppotunity of the actors to freely play them.",not-given
"उन्‍होंने सभी किरदारों और उन्‍हें निभा रहे कलाकारों को अपनी तरह से खुलने का मौका दिया है। यही इस फिल्‍म की खूबसूरती है
",किरदारों के प्रति निर्देशक का नजरिया फ़िल्म में खूबसूरती लाता है,The statement is true because the review says the director allowed the characters to open up which brought beauty to the film.,TRUE
"उसी प्रकार की कृत्रिमता का एहसास 'जंजीर' देख कर हो सकता है
",इस फिल्म में ज़ंजीर मूवी की जलक नज़र आता ह। ,"The viewer does state that the movie's experience can be similar to the one while watching the movie ""Zanjeer""",TRUE
"उसी प्रकार की कृत्रिमता का एहसास 'जंजीर' देख कर हो सकता है
",जंजीर' को देखते समय उसमें उपस्थित कृत्रिमता बिल्कुल स्पष्ट रूप से दर्शकों को महसूस होती है।,"The viewer does state that while watching 'Zanjeer', the artificiality present in it is clearly felt by the viewers.",TRUE
"उसी प्रकार की कृत्रिमता का एहसास 'जंजीर' देख कर हो सकता है
",यह फिल्म बेहद यथार्थवादी है।,The user does not say that the movie is natural but the opposite,FALSE
"उसी प्रकार की कृत्रिमता का एहसास 'जंजीर' देख कर हो सकता है
","जंजीर' फिल्म एक तमिल फिल्म है।
",The viewer doesnot mention anything about the language of the movie,not-given
"ऐसी फिल्में कांसेप्ट और विषय के रूप में अच्छी और आकर्षक लगती हैं
",समान विषयों वाली फिल्में अनाकर्षक होती हैं और उनमें दृश्य आकर्षण का अभाव होता है,"The statement is contratry to the sentiment of the review, so the statement is false.",FALSE
"ऐसी फिल्में कांसेप्ट और विषय के रूप में अच्छी और आकर्षक लगती हैं
",समीक्षक ने फिल्म का आनंद लिया,The statement dosent really state if the audience enjoyed or disliked the movie hence the statement is not-given.,not-given
"ऐसी फिल्में कांसेप्ट और विषय के रूप में अच्छी और आकर्षक लगती हैं
",फिल्म एक आकर्षक अवधारणा और विषय वस्तु को दर्शाती है,"The statement aligns with the sentiment of the review, so the statement is true.",TRUE
"ऐसी फिल्में कांसेप्ट और विषय के रूप में अच्छी और आकर्षक लगती हैं
",आकर्षक अवधारणा और विषय वस्तु के बावजूद फिल्म में सार की कमी है,"The statement dosen't really provide any indication that the film lack substance, focusing just on visual appeal.",FALSE
"कलाकारों के कपड़ों से लेकर पृष्ठभूमि की प्रापर्टी तक में यह कंटीन्यूटी बनी रहती 
","इस फिल्म में कपड़ों से लेकर पृष्ठभूमि तक, हर चीज़ में सुसंगतता देखी जा सकती है, जो दृश्यों को और भी वास्तविक बनाती है।
","The user does mention that In this film, consistency can be seen in everything from costumes to background.",TRUE
"कलाकारों के कपड़ों से लेकर पृष्ठभूमि की प्रापर्टी तक में यह कंटीन्यूटी बनी रहती 
",इस फिल्म की कॉन्टिनुइटी बहुत अच्छा है। ,The viewer does say that the consistency in this film is being maintained properly,TRUE
"कलाकारों के कपड़ों से लेकर पृष्ठभूमि की प्रापर्टी तक में यह कंटीन्यूटी बनी रहती 
","फिल्म में कपड़ों और पृष्ठभूमि में बिलकुल भी संगति नहीं है
",The viewer does not say that there is no consistency in costumes and background in the film but says the opposite,FALSE
"कलाकारों के कपड़ों से लेकर पृष्ठभूमि की प्रापर्टी तक में यह कंटीन्यूटी बनी रहती 
",इस फिल्म को इंग्लिश में भी डब किया गया है।,There is no reference to the movie being dubbed in english in the statement,not-given
"कहानी की दृश्‍यात्‍मक अभिव्‍यंजना श्रेष्‍ठ और अतुलनीय है
",कहानी की दृश्य अभिव्यक्ति अन्य फिल्मों की तुलना में कमजोर और घटिया है,"The statement is contratry to the sentiment of the review, so the statement is false.",FALSE
"कहानी की दृश्‍यात्‍मक अभिव्‍यंजना श्रेष्‍ठ और अतुलनीय है
",कहानी की दृश्य अभिव्यक्ति औसत है और अन्य फिल्मों से तुलनीय है,"The statement is contratry to the sentiment of the review, since the review depicts the visual expression to be exquisite but not average.",FALSE
"कहानी की दृश्‍यात्‍मक अभिव्‍यंजना श्रेष्‍ठ और अतुलनीय है
",कहानी की दृश्य अभिव्यक्ति असाधारण है और अन्य फिल्मों से अलग है,"The statement aligns with the sentiment of the review, so the statement is true.",TRUE
"कहानी की दृश्‍यात्‍मक अभिव्‍यंजना श्रेष्‍ठ और अतुलनीय है
",कहानी की दृश्य अभिव्यक्ति घटिया है और प्रभावित करने में विफल रहती है,"The statement is contratry to the sentiment of the review, since the review depicts the visual expression to be exquisite but not of low quality.",FALSE
"कहानी बड़ी होशियारी से अपनी अपील को बच्चों के मिजाज से उड़ान भरते हुए युवा व परिपक्‍व सोच-अप्रोच का विस्तार प्रदान करती है
",फिल्म स्लाइस ऑफ लाइफ जॉनर की है,The review doesn't establish which genre the movie belongs to explicitly.,not-given
"कहानी बड़ी होशियारी से अपनी अपील को बच्चों के मिजाज से उड़ान भरते हुए युवा व परिपक्‍व सोच-अप्रोच का विस्तार प्रदान करती है
",यह फिल्म एक बच्चे के किशोर बनने की भावनाओं को समझाती है,Nothing about a child becoming a teenager was mentioned.,FALSE
"कहानी बड़ी होशियारी से अपनी अपील को बच्चों के मिजाज से उड़ान भरते हुए युवा व परिपक्‍व सोच-अप्रोच का विस्तार प्रदान करती है
",फिल्म में बचकानी भावनाओं का युवा स्वरूप दिखाया गया है,The review says the story cleverly adapts a child's temperment to youthful and mature outlook.,TRUE
"कहानी बड़ी होशियारी से अपनी अपील को बच्चों के मिजाज से उड़ान भरते हुए युवा व परिपक्‍व सोच-अप्रोच का विस्तार प्रदान करती है
",फिल्म केवल बच्चों के लिए है,The review doesn't mention anything about who the target audience for the film are.,not-given
"का एक जबरदस्त आकर्षण चुलबुल (ऋषि कपूर) और बुलबुल (नीतू सिंह) की जोड़ी है
 फिल्म के ग्रेस मा‌र्क्स हैं
","दर्शक को लगता है की चुलबुल और बुलबुल की जोड़ी फिल्म को एक अलग चमक देती है।
",The user does feel that the pair of Chulbul and Bulbul adds a unique charm to the film.,TRUE
"का एक जबरदस्त आकर्षण चुलबुल (ऋषि कपूर) और बुलबुल (नीतू सिंह) की जोड़ी है
 फिल्म के ग्रेस मा‌र्क्स हैं
","उपयोगकर्ता को लगता है की चुलबुल और बुलबुल की जोड़ी फिल्म में कोई खास असर नहीं डालती।
","The user does fees that the pair of Chulbul and Bulbul make any significant impact in the film which is the opposite of this statement
",FALSE
"का एक जबरदस्त आकर्षण चुलबुल (ऋषि कपूर) और बुलबुल (नीतू सिंह) की जोड़ी है
 फिल्म के ग्रेस मा‌र्क्स हैं
",उपयोगकर्ता को लगता है की चुलबुल और बुलबुल की कहानी में नए ट्विस्ट हैं। ,"The user does not state anything about twists in the story,",not-given
"का एक जबरदस्त आकर्षण चुलबुल (ऋषि कपूर) और बुलबुल (नीतू सिंह) की जोड़ी है
 फिल्म के ग्रेस मा‌र्क्स हैं
","दर्शक को लगता है की ऋषि कपूर और नीतू सिंह की जोड़ी ने फिल्म को खास बना दिया है, वे फिल्म के स्टार आकर्षण हैं।",The user feels that Rishi Kapoor and Neetu Singh's pairing has made the film special and they are the star attraction of the movie,TRUE
